created_at,tweet,sentiment
2019-05-22 17:34:17,b'Apple Releases macOS Mojave 10.14.5 Supplemental Update for 2018 and 2019 15-Inch MacBook Pro https://t.co/3eredyXEdY #AAPL',0.0
2019-05-22 17:32:52,b'#aapl stop',0.0
2019-05-22 16:48:12,b'#aapl buy stop 179.9',0.0
2019-05-22 16:39:08,b'Watch an Apple Watch Get Dipped in 24-Karat Pure Gold https://t.co/c7LktRoZgq #AAPL',0.21428571428571427
2019-05-22 16:30:00,"b'#HedgeFund #Parnassus Endeavor, largest buys of #Q12019, #Apple Inc. #AAPL https://t.co/fWCigH7Sws'",0.0
2019-05-22 15:34:08,b'Apple Inc is doomed. $AAPL dropped by 1.2728%! Currently priced at 184.225. https://t.co/HoqF250XDs #AAPL',0.0
2019-05-22 15:27:26,"b""Join @RobinhoodApp and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link.\xe2\x80\xa6 https://t.co/favxgp6dzE""",0.45
2019-05-22 15:09:22,b'FileMaker 18 for macOS Launches With Improved UI and More Security Controls https://t.co/zFn4BJDvkR #AAPL',0.5
2019-05-22 15:04:04,b'Apple Previews New Privacy-Focused Ad Tracking Solution Coming to Safari Later This Year https://t.co/Aoc1GfWnzr #AAPL',0.06818181818181818
2019-05-22 14:54:15,"b'Possible fed minutes outcomes: hint of rate cut could rally the market, hint of no change is also good, any wording\xe2\x80\xa6 https://t.co/CdDcUmijFc'",0.35
2019-05-22 14:44:09,"b""Apple Pledges to Be 'Clearer and More Upfront' With iPhone Users About Battery Health and Performance in UK https://t.co/KxUH2roWEU #AAPL""",0.5
2019-05-22 14:40:59,b'BLOCK TRADE detected in #AAPL',0.0
2019-05-22 14:39:08,"b""Riot Games Working on Mobile Version of 'League of Legends', Not Ready for 2019 Launch https://t.co/gOh2f3T7ol #AAPL""",-0.1
2019-05-22 14:28:33,b'@options_ov \nHi can you please look at #AAPL? \nWhat do you think of it?',0.0
2019-05-22 14:00:14,"b'#AAPL\nOpen: 184.66\nClose: 186.60\nDaily Range: 184.45 - 185.71\nEarnings date: Jul 29, 2019 - Aug 2, 2019'",0.0
2019-05-22 13:49:23,b'#AAPL\nAmerica- Are you tired of winning under #Trump yet?? https://t.co/II1sf050pR',0.04999999999999999
2019-05-22 13:39:30,b'#VOLATILITY has dropped. #vix below 15..  the crash is over for now. V shaped rally unlikely until deal is in the b\xe2\x80\xa6 https://t.co/wym7HlKK8x',-0.5
2019-05-22 13:34:09,"b""'Mario Kart Tour' Gameplay Revealed in New Images and Video Shared From Beta Players https://t.co/FcXIdhVie6 #AAPL""",0.13636363636363635
2019-05-22 13:12:00,b'#EURUSD Analyze.Just think simple.\n#GBPUSD #BTCUSDT #BTC #economy #NASDAQ #WhatsAppDown #usdtry #AAPL https://t.co/dclWjOAAFn',0.0
2019-05-22 13:04:31,"b'Shaping up for a move into the red, #DOW-94,#NASDAQ-47. #QCOM-10%, will appeal a big antitrust ruling against it,\xe2\x80\xa6 https://t.co/cNhSXXOWuF'",0.0
2019-05-22 12:52:06,"b""Why we think it's a good time to sell Apple #AAPL as it continues to trade bearish because of the #tradewar\xe2\x80\xa6 https://t.co/sqoD0c0CGn""",0.7
2019-05-22 12:29:13,b'FTC Wins Antitrust Lawsuit Against Qualcomm https://t.co/D7zoqvQ5Vw #AAPL',0.3
2019-05-22 11:37:37,"b""..tactics - such as threatening to cut off access to its chips - and said it can't sign exclusive supply agreements\xe2\x80\xa6 https://t.co/9t7E2vOAH9""",0.0
2019-05-22 08:49:06,b'EE to Launch 5G in the United Kingdom on May 30 https://t.co/1tQZujtJX3 #AAPL',0.0
2019-05-22 08:45:47,"b'You\xe2\x80\x99re a wizard, ARRY.\nhttps://t.co/26bwHzMSxC\n#daytrading #aapl #arry #apple'",0.0
2019-05-22 08:29:20,b'Valve Releases New Steam Chat App for iOS https://t.co/wsNqmHntNr #AAPL',0.13636363636363635
2019-05-22 06:45:27,"b'Apple (AAPL), one of the most widely invested in and watched stocks in the world continues to break\xe2\x80\xa6\xe2\x80\xa6 https://t.co/E9T6f0imSF'",0.2
2019-05-22 05:03:47,b'Apple Debuts New 8-Core MacBook Pro With Updated Keyboard #aapl #smhq https://t.co/AQmP2yDfBR',0.13636363636363635
2019-05-22 03:46:27,"b'IF #Apple Was Interested In Buying #Tesla BEFORE, Could It Be Interested In Buying Tesla NOW?\xe2\x80\xa6 https://t.co/j1SOFoqOMG'",0.25
2019-05-22 02:54:51,b'HYPERSCALE CAPEX FLAT - PROJECTED GROWTH FOR 2020\n\n#bigdata #microsoft #MSFT #apple #AAPL #facebook #FB #amazon\xe2\x80\xa6 https://t.co/VmzJwLX7W0',-0.025
2019-05-22 02:53:13,b'Apple won a Patent today covering a 3D method for forming Structures out of Liquid Metal #AAPL  #LQMT  #3dPRINTING   https://t.co/gzmHNYLK61',0.0
2019-05-22 02:09:58,b'@AngelNDevil2 @GerberKawasaki @elonmusk Not only entire automarket is generally down 20-30% from Dec to March Q. Da\xe2\x80\xa6 https://t.co/OAQaOdNGi5',-0.051851851851851864
2019-05-22 00:11:29,b'@SallyBundockBBC @BBC @DowJonesIndy @Nasdaq LOL!!! Fake news!!! At least BBC show %change. @CBCNews are economic on\xe2\x80\xa6 https://t.co/Q9diZWUFXT',-0.019140624999999994
2019-05-22 00:05:01,"b'Stock Indexes swing back UP. No weekly crossover yet. Don\xe2\x80\x99t count on the news! \xe2\x80\x9cFollow the Charts, Not the Noise.\xe2\x80\x9d\xe2\x80\xa6 https://t.co/YZ6YafsaTW'",0.0
2019-05-21 23:50:42,b'The Group 3 Daily Technical Video is available for members viewing https://t.co/x2kmaKA6Ui #ElliottWave #Stocks\xe2\x80\xa6 https://t.co/Ardey1LJ40',0.13333333333333333
2019-05-21 23:02:51,b'4 hour charts for all 78 instruments are available for members viewing https://t.co/x2kmaKA6Ui #ElliottWave #Forex\xe2\x80\xa6 https://t.co/Qek9MKGWTX',0.4
2019-05-21 23:01:23,b'1 hour post market charts for Group 3 instruments are available for members viewing https://t.co/x2kmaKA6Ui\xe2\x80\xa6 https://t.co/fVi6jJtmiA',0.4
2019-05-21 22:23:55,b'$SPY - Daily Charts - Candle Glance View\n\n$AMZN $AAPL $BABA $BAC $CELG $FB\n$GOOG $IBB $IWM $JPM $MSFT $NFLX\n$BA\xe2\x80\xa6 https://t.co/AkX3TAaiLE',0.0
2019-05-21 22:20:17,b'4 hour charts for the Group 3 instruments are available for members viewing https://t.co/x2kmaKA6Ui #ElliottWave\xe2\x80\xa6 https://t.co/M9HtGtIXmv',0.4
2019-05-21 21:29:37,b'\xf0\x9f\x92\xbb BTC $7274   vs   \xf0\x9f\xa6\x8d #AAPL $186.93\n\n              -2% \xf0\x9f\x94\xbb 24 hours \xf0\x9f\x94\xbb 0% \n          +0.7% \xf0\x9f\x9a\x80 1 week   \xf0\x9f\x94\xbb -5.3% \n      +8\xe2\x80\xa6 https://t.co/Ux7tzfQHB3',0.0
2019-05-21 21:26:08,b'\xf0\x9f\x92\xbb BTC $7274   vs   \xf0\x9f\xa6\x8d #AAPL $NaN\n\n              -2% \xf0\x9f\x94\xbb 24 hours \xf0\x9f\x99\x85\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f N/A% \n          +0.7% \xf0\x9f\x9a\x80 1 week   \xf0\x9f\x99\x85\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f N/A%\xe2\x80\xa6 https://t.co/ECpiTOwwtY',0.0
2019-05-21 21:04:16,b'Seven Safari Tricks on iOS You Might Not Know https://t.co/7LOyNQPwlg #AAPL',0.0
2019-05-21 21:03:54,b'#USAvUS: #DonaldTrump: #SocialMedia platforms should advance #FreedomOfSpeech. https://t.co/UQIjWpPoxM #1ab #DC\xe2\x80\xa6 https://t.co/AUWn2Ts6MM',0.0
2019-05-21 21:01:43,"b'Apple Inc price at close, 2019-05-21, is 187.8938. #apple #AAPL'",0.0
2019-05-21 20:39:09,"b""Transit Riders in Portland Now Able to Add Hop Fastpass to Apple's Wallet App https://t.co/g8LPLSpWhc #AAPL""",0.5
2019-05-21 20:18:19,b'$AAPL finds buyers at key support level: https://t.co/MOCL0A1pws\nSentiment: Very bullish #AAPL #Apple',0.1
2019-05-21 20:08:02,"b""It's amazing , my subscribers made a more profit today than i. \nToday results -194$\nMore info in free discord\xe2\x80\xa6 https://t.co/mMttCC75Gp""",0.5
2019-05-21 20:05:49,"b""I'd support an AAPL purchase of TSLA. The love of Tesla owners for their cars is undeniable. AAPL could bring in ne\xe2\x80\xa6 https://t.co/QdB7XYzH6E""",0.5
2019-05-21 20:04:15,"b""Apple Named Cannes Lions' 2019 Creative Marketer of the Year https://t.co/u9xqWekbAZ #AAPL""",0.5
2019-05-21 19:29:16,"b""Apple's Online Store Now Offering New 4K 23.7-Inch LG UltraFine Display https://t.co/6VPD1zXkmm #AAPL""",0.13636363636363635
2019-05-21 19:17:47,"b'Stocks heading higher in the final hour, #DOW+179, #NASDAQ+83, a big assist to the U-S giving temporary exemptions\xe2\x80\xa6 https://t.co/PN5Ks6g9Hm'",0.08333333333333333
2019-05-21 18:30:34,b'$BA can not buy an uptick here..only thing I see going up is #AAPL',0.0
2019-05-21 18:25:38,b'#aapl third time today failing 187.74\nCome on',0.0
2019-05-21 18:15:08,b'I may be wrong but #aapl #tsla look much stronger than others',-0.15
2019-05-21 18:11:29,"b""This may very well be true, but I don't think #AAPL would pay $240/share today.  The problem as I see it for #Apple\xe2\x80\xa6 https://t.co/lwYzwyvU6A""",0.275
2019-05-21 18:06:23,"b'""#AAPL bid to buy #TSLA in 2013 for $240 a share, analyst says""\nhttps://t.co/oKAMGOuChX'",0.0
2019-05-21 18:05:51,b'@MelissaLeeCNBC Melissa yesterday every segment we had FUD on #tesla &amp; today on every @cnbc segment. Inspite of the\xe2\x80\xa6 https://t.co/10oObY0eVL',0.0
2019-05-21 17:49:19,"b""Apple Launches New Backlight Service Program for 2016 13-Inch MacBook Pro Display to Address 'Flexgate' Issues https://t.co/gPe6KUdgin #AAPL""",0.13636363636363635
2019-05-21 17:44:03,"b""2018 and Newer MacBook Pro and MacBook Air Now Eligible for Apple's Keyboard Service Program https://t.co/EzB9laHDDB #AAPL""",0.0
2019-05-21 17:11:01,b'Apple Debuts New 8-Core MacBook Pro With Updated Keyboard https://t.co/rIwaFfNOjv #AAPL',0.13636363636363635
2019-05-21 16:53:04,b'Tesla holds $200 as Apple backstop teased $TSLA #AAPL #tsla \xe2\x81\xa6@Tesla\xe2\x81\xa9 #NYSE #NASDAQ  https://t.co/W9ylQTjSdT',0.0
2019-05-21 16:36:27,b'#aapl sell',0.0
2019-05-21 16:19:14,"b""Apple Said to Have Made 'Serious Bid' of ~$240 Per Share to Acquire Tesla Around 2013 https://t.co/URKiI9a3WN #AAPL""",-0.3333333333333333
2019-05-21 16:16:57,b'#aapl again reaisting at 187.74 \xf0\x9f\xa4\xaf\xf0\x9f\xa4\xaf\xf0\x9f\xa4\xaf',0.0
2019-05-21 16:12:22,b'So far I think I hold my #aapl &amp; #tsla calls into tomorrow',0.1
2019-05-21 15:43:33,b'#Lynx cuts $AAPL PT $185 to $165.\n@LeverageShares \n-\n#AAPL +2.25% | #AAP2 ETP +4.40%',0.0
2019-05-21 15:35:17,b'@DrewAdamTepper @28delayslater @elonmusk @tim_cook @Google @MorganStanley @aapl @wallstreet @chamath Now some of th\xe2\x80\xa6 https://t.co/9G4Pzy0Ut9',0.0
2019-05-21 15:29:29,b'@AliceCh76224366 @FilmProfessor9 @NotaBubble @daesr1 @solon594bce @7wtc Heard the repetition of the old 2013-14 rum\xe2\x80\xa6 https://t.co/IJIcuTMw81',0.1
2019-05-21 15:26:04,b'$AAPL very nice rally day play if you got in on yesterday\xe2\x80\x99s dip on #ES_F 2835 support region held for today\xe2\x80\x99s bounc\xe2\x80\xa6 https://t.co/vlR14PKn1m',0.78
2019-05-21 15:08:25,b'#aapl sell stop 187.95',0.0
2019-05-21 15:03:11,"b'Its not everyday that #aapl goes up more than %2, but when it goes %4 maybe coming too'",0.3
2019-05-21 15:01:34,b'#aapl 187.74 big resistance',0.0
2019-05-21 14:44:17,"b""Vizio's 2019 Smart TVs Now Available With AirPlay 2 and HomeKit Support Coming This Summer https://t.co/zzMMpI9Lj5 #AAPL""",0.30714285714285716
2019-05-21 14:34:58,b'#MAY21ST\n-3.35 #REDDAY \nSat on my hands for 30 minutes. Then like a damn fool took shares of #AAPL after broke p.m.\xe2\x80\xa6 https://t.co/IU868KDNKk',0.0
2019-05-21 14:34:36,b'I guess I should\xe2\x80\x99ve put all on #aapl lol',0.8
2019-05-21 14:24:04,"b'Google Likely to Make a U-Turn in Huawei Ban, Chinese Giant Declines Any Charity #BreakingNews #rdt\xe2\x80\xa6 https://t.co/aG9u7NCtYI'",0.0
2019-05-21 14:06:49,b'@Apple Is this what passes for innovation at #aapl ??\n\ntime to short the stock boys',0.0
2019-05-21 13:54:43,b'#aapl #roku #unh #tsla the best so far',0.55
2019-05-21 13:42:42,b'Bot #aapl 190c at .87',0.0
2019-05-21 13:42:00,b'BLOCK TRADE detected in #AAPL',0.0
2019-05-21 13:39:18,"b""Apple Highlights 'Great Feedback' Received From Hundreds of Apple News+ Publishers https://t.co/3UoaONhRag #AAPL""",0.8
2019-05-21 12:37:38,b'#apple #iphone11 design leak. #aapl https://t.co/mGXKFqKaex',0.0
2019-05-21 12:34:10,b'Health Canada Gives Green Light to ECG App on Apple Watch https://t.co/0anJNBSvFe #AAPL',0.1
2019-05-21 12:30:12,"b'Today\xe2\x80\x99s STOCK MARKET, BOND &amp; GOLD TRENDS, Tuesday, May 21, 2019: https://t.co/qimurnrXMl\n\n#stockmarket #wallstreet\xe2\x80\xa6 https://t.co/Qa4w5Cf6ar'",0.0
2019-05-21 12:09:14,b'Tado Launches Smart AC Controller With HomeKit Support https://t.co/ISHtpXt2Pd #AAPL',0.21428571428571427
2019-05-21 11:48:20,b'@ValueAnalyst1 @vincent13031925 Guys I heard #AAPL was interested in buying $TSLA at $240. So $TSLA could get a buy\xe2\x80\xa6 https://t.co/RjBABUv7WU',0.25
2019-05-21 10:59:15,"b""Apple Sued by 'Over the Rainbow' Composer for Alleged Piracy https://t.co/IjzpmMRAKK #AAPL""",-0.1
2019-05-21 09:31:13,b'Apple Shares Continue to Decline After Rumours That China Might Hike Tariffs for Apple https://t.co/1q3uLJE0sH\xe2\x80\xa6 https://t.co/uS4koCUVbQ',0.0
2019-05-21 09:29:23,b'Apple Pay Launches in Hungary and Luxembourg https://t.co/HxYSxuoE1s #AAPL',0.0
2019-05-21 06:09:13,b'Why Apple Stock Could Fall Below $160\nhttps://t.co/uULGidUx8d\n\n#AAPL #Apple #NASDAQ #NYSE #DowJones #stockstowatch\xe2\x80\xa6 https://t.co/gNvq6DgUKz',0.0
2019-05-21 00:09:05,"b""Australia's National Australia Bank Now Accepts Apple Pay https://t.co/rOPQOZy2qP #AAPL""",0.0
2019-05-20 23:41:30,b'4 hour charts for all 78 instruments are available for members viewing https://t.co/x2kmaKA6Ui #ElliottWave #Forex\xe2\x80\xa6 https://t.co/ExVDv9Rr9D',0.4
2019-05-20 23:41:02,b'4  hour charts for the Group 3 instruments are available for members viewing https://t.co/x2kmaKA6Ui #ElliottWave\xe2\x80\xa6 https://t.co/ZUs3f9TVrP',0.4
2019-05-20 23:40:24,b'The Group 3 Daily Technical Video is available for members viewing https://t.co/x2kmaKA6Ui #ElliottWave #Stocks\xe2\x80\xa6 https://t.co/eebqWVMHzw',0.13333333333333333
2019-05-20 22:46:16,"b'@Gfilche at this price, is there a chance for a hostile takeover for #tsla ? By #aapl maybe?'",0.0
2019-05-20 21:53:54,b'Today results\nMore info in free discord #trading room https://t.co/PsqOSmFNLU\nWorked on :\n#AAPL\n#NVDA\n#AIG\n#JPM\xe2\x80\xa6 https://t.co/FCJ74Cv707',0.45
2019-05-20 21:31:28,b'With a B. #aapl https://t.co/6PU1jTz99U',0.0
2019-05-20 21:00:51,"b'Apple Inc price at close, 2019-05-20, is 182.42. #apple #AAPL'",0.0
2019-05-20 20:59:14,"b'Contact Info for Millions of Instagram Influencers, Celebrities, and Brand Accounts Leaked Online https://t.co/BuUTpxIQQR #AAPL'",0.0
2019-05-20 20:22:18,b'@steve_hanke Sureeeee...As #AAPL was last 20 years....you can always play the 50:50 prediction game...sometimes you\xe2\x80\xa6 https://t.co/k7Xt9KQkzk',0.0
2019-05-20 20:16:07,b'$AAPL declines to lowest close since March 13th: https://t.co/OsNFpkq8mI\nSentiment: Neutral #AAPL #Apple',0.0
2019-05-20 20:02:23,b'Just a TEST- testing an old modified Algo-  \n \nsee report: https://t.co/ZT6YlToJjB \n \n$AAPL #AAPL #Apple #AppleInc\xe2\x80\xa6 https://t.co/0r0XwuWWP4',0.1
2019-05-20 19:59:12,b'Watch out for #tsla #lyft #uber #aapl tomorrow',0.0
2019-05-20 19:44:10,"b""U.S. Justice Department 'Leaning Against' Approving T-Mobile/Sprint Merger https://t.co/0igHzTljKw #AAPL""",0.0
2019-05-20 19:19:23,b'Google Launches New $999 Glass AR Headset for Enterprise Customers https://t.co/n64pb9EvRd #AAPL',0.13636363636363635
2019-05-20 18:34:07,"b""MacRumors Exclusive: Save Up to 40% on Anker's Bluetooth Speakers, Headphones, and Portable Batteries https://t.co/nvtWin0dNX #AAPL""",0.0
2019-05-20 18:27:01,b'bought some #aapl a minute ago\nLove that smell',0.5
2019-05-20 17:57:31,b'We should get a Currency that can trade to all wallets - #AAPL chart https://t.co/BRUg2K5fIj',0.0
2019-05-20 17:44:43,b'BLOCK TRADE detected in #AAPL',0.0
2019-05-20 17:29:10,"b'New HyperJuice USB-C Battery Pack Offers 130W of Power and 27,000mAh Capacity https://t.co/mitvZjQBMt #AAPL'",0.11818181818181818
2019-05-20 17:09:05,b'Microsoft Launches First Microsoft Edge Preview Builds for Mac Users https://t.co/L3Jn1tRftz #AAPL',0.25
2019-05-20 17:05:51,"b""Cra-apple breaks all support. Should've been following me instead of #CNBC  financial #FakeNews #Investors #AAPL\xe2\x80\xa6 https://t.co/AOjrqNNmi5""",0.0
2019-05-20 16:35:01,b'#aapl sell',0.0
2019-05-20 16:33:19,b'Oh dear! #AAPL https://t.co/LESWGezLgZ',0.0
2019-05-20 16:29:44,b'@ScottWapnerCNBC Scott #tsla just got a 2% interest loan on the recent bond offering. Stop the fake news guys. I th\xe2\x80\xa6 https://t.co/ijFXCUO792',-0.25
2019-05-20 16:24:06,b'Apple Seeding Second Beta of iOS 12.4 to Developers Today https://t.co/zxmj3Uyiz2 #AAPL',0.0
2019-05-20 15:40:01,b'#AAPL - Sigo largo en Apple - TradingView - https://t.co/ag6cB26R7y',0.0
2019-05-20 15:34:14,b'Apple Inc stock dropped by 3.2275%! Currently priced at 182.9. #apple #AAPL',0.0
2019-05-20 15:32:06,b'$AAPL joined $BABA breaking 5/13 low and now #aapl is aiming for a move lower toward $159 - $152 area #elliottwave #trading',0.0
2019-05-20 15:31:28,b'Apple Inc is doomed. $AAPL dropped by 3.2275%! Currently priced at 182.9. https://t.co/HoqF250XDs #AAPL',0.0
2019-05-20 15:19:09,b'Pandora Launches New Desktop App for Mac https://t.co/lrfYc47J0e #AAPL',0.13636363636363635
2019-05-20 15:14:13,b'Apple Stores Quietly Carrying New LG 23.7-Inch UltraFine Display https://t.co/Uq2L6YVym0 #AAPL',0.06818181818181818
2019-05-20 14:34:10,b'Some Apple Watch Series 3 Repairs Can Now Qualify for Series 4 Replacement https://t.co/RaTr8gWQ6g #AAPL',0.0
2019-05-20 14:17:04,"b'In case you missed it, Find the recording for our Big Five Webinar from last Thursday on our May Free Webinar Page\xe2\x80\xa6 https://t.co/Um8jO9AoMd'",0.13333333333333333
2019-05-20 14:04:18,b'Proposed T-Mobile and Sprint Merger Gains Support From FCC Chairman Ajit Pai https://t.co/xhvKbzkbOY #AAPL',0.0
2019-05-20 14:00:51,b'#AAPL is starting to play out again just as it did last October...  There is nothing wrong with stepping to the sid\xe2\x80\xa6 https://t.co/Bd1k2HbNF6',-0.16666666666666666
2019-05-20 13:44:11,b'Google and Other Suppliers Begin Cutting Off Huawei Following U.S. Trade Ban https://t.co/g9M6VTz6J3 #AAPL',-0.24166666666666667
2019-05-20 13:16:27,"b'In case you missed it, Find the recording for our Big Five Webinar from last Thursday on our May Free Webinar Page\xe2\x80\xa6 https://t.co/1HibT6oba4'",0.13333333333333333
2019-05-20 13:14:13,b'Toshiba Planning to Buy Back Memory Unit Shares Purchased Last Year by Apple and Others https://t.co/sBXyQjTP5j #AAPL',0.0
2019-05-20 13:09:17,"b""New 'Friends of Hue' Partner Lutron Debuts New Smart Bulb Aurora Dimmer https://t.co/GWMp6n5GRO #AAPL""",0.16233766233766234
2019-05-20 11:00:28,b'@SariArhoHavren @MI_Investments you know how you stop tech transfer?   stop sending all of your manufacturing to Ch\xe2\x80\xa6 https://t.co/MCsFoL2oZZ',0.0
2019-05-20 03:32:25,b'ATTENTION: #Apple has reported issues with the #AppStore on their website - Check their support page for updates:\xe2\x80\xa6 https://t.co/GDo2Bj37ZK',0.0
2019-05-20 01:54:48,b'When is China gonna ban Apple sales?\n#aapl #tradewar $aapl #huawei #notfriends\n\nSide note US just lifted steel and\xe2\x80\xa6 https://t.co/6mt7G9cdfv',0.0
2019-05-19 23:32:13,b'iOS 13: Everything We Know So Far https://t.co/Ih9xfigr1W #AAPL',0.1
2019-05-19 20:10:00,b'#AAPL - Compra APPLE  - TradingView - https://t.co/OWEOQr7UBj',0.0
2019-05-19 19:24:21,b'Stop loss works great for stocks. But for #options it is poor idea. #openinterest and #volatiliy messes up. Define\xe2\x80\xa6 https://t.co/PJgT3UFhJD',0.2
2019-05-19 19:01:54,b'The Big Five #FAANG Stock and Sector Service is now posted for Sunday             #AMZN #AAPL #FB #NFLX #TSLA\xe2\x80\xa6 https://t.co/nOFyvsQlQt',0.0
2019-05-19 15:41:12,"b'Hospital admin, insurance comp execs and physician leaders #AAPL stop using the term ""provider"" to describe MD/DOs.\xe2\x80\xa6 https://t.co/Is5eOyieew'",0.0
2019-05-19 04:01:12,b'This is what I get for giving a f* again. When I treat $BTC like $AAPL in my $IRA and never look at the chart it\xe2\x80\x99s\xe2\x80\xa6 https://t.co/i7zsXjBXff',0.0
2019-05-18 20:06:48,b'SHORT AAPL Targeting Area between 172-182 . now its 210.52 - #AAPL TradingView https://t.co/r7vhtkH3dd',0.0
2019-05-18 19:32:11,b'Incredible. #AAPL https://t.co/pGc3c8PxvF',0.9
2019-05-18 18:41:52,b'#USAvUS: #SocialMedia platforms should advance #FreedomOfSpeech. Tech #Bias Sharing Tool here:\xe2\x80\xa6 https://t.co/oh2mzBHCOS',0.0
2019-05-18 17:45:25,b'.. war weapon? Data on Wednesday also showed China sold the most Treasurys in almost 2.5 years in March.\n\n#Apple (N\xe2\x80\xa6 https://t.co/CsBfHC1IOs',0.5
2019-05-18 15:28:14,"b'#AppleTV \'in the wild"" sighting :) #AAPL https://t.co/JwNbhAVdpG'",0.3
2019-05-18 15:00:00,"b'#HedgeFund firm #DiamondHill largest sales of #Q12019, #Apple Inc. #AAPL https://t.co/ZTEEq2oxHI'",-0.2
2019-05-18 14:48:40,"b'Which of these 5 do you hold in your portfolio if any?\n\n\xf0\x9f\x93\x9aBEST Daily Motivation quotes\xf0\x9f\xa7\x98\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82, Business Tips and Advice\xe2\x80\xa6 https://t.co/YiqxDzx1no'",0.0
2019-05-18 11:15:48,b'\xf0\x9f\x92\xbb BTC $7421 vs \xf0\x9f\xa6\x8d #AAPL $186.93\n\n      +6.3% \xf0\x9f\x9a\x80 24 hours  \xf0\x9f\x94\xbb0% \n     -13.2% \xf0\x9f\x94\xbb 1 week    \xf0\x9f\x9a\x805.6% \n     -48.4% \xf0\x9f\x94\xbb YTD\xe2\x80\xa6 https://t.co/sIkFZfAjT3',0.0
2019-05-18 09:57:59,"b'#AAPL\nOpen: 186.93\nClose: 190.08\nDaily Range: 186.81 - 190.89\nEarnings date: Jul 29, 2019 - Aug 2, 2019'",0.0
2019-05-18 02:45:30,b'$MSFT or $AAPL? I think both will be taking leaps &amp; bounds in the future and I don\xe2\x80\x99t see why it has to be one or th\xe2\x80\xa6 https://t.co/DoAFCOc0Gt',0.0
2019-05-17 22:53:31,b'2018 highest paying ceo\xe2\x80\x99s.#TSLA #ceo2018 #aapl https://t.co/BiF962tYim',0.0
2019-05-17 22:06:30,b'$AAPL - Daily Chart\n\nNot looking good ...\n\n180 /175 possible ???\n\n#aapl #stocks #pivots #markets #daytrading\xe2\x80\xa6 https://t.co/vUftuobpWw',0.2333333333333333
2019-05-17 21:42:17,"b""Powerbeats Pro Water Resistance Test: Find Out What Happens if You Drop Apple's Newest Earbuds in the Toilet https://t.co/LZjijuesBi #AAPL""",-0.03333333333333333
2019-05-17 21:40:37,b'$AAPL Support and Resistance (Pivots) for Mon 5/20/19:\n\n$FB $AMZN $AAPL\n$GOOG $TSLA $C\n$BAC $CELG $IBB\n$MSFT $NFLX\xe2\x80\xa6 https://t.co/JwxJ506RfR',0.0
2019-05-17 21:02:12,"b'Apple Inc price at close, 2019-05-17, is 189.57. #apple #AAPL'",0.0
2019-05-17 20:25:43,"b'Hey All, Check out my video with this weeks stories from the world of Apple!\nhttps://t.co/c8aXvWoSpI \n\n#apple #news\xe2\x80\xa6 https://t.co/q3KaeqV9Lo'",0.0
2019-05-17 20:16:43,b'$AAPL closes lower for the 2nd day in a row: https://t.co/1AJGSLPnDa\nSentiment: Neutral #AAPL #Apple',0.0
2019-05-17 20:12:31,"b""Hands-on With Boss Audio's Latest CarPlay Receiver (With Exclusive Deal for MacRumors Readers) https://t.co/4MYFe64RHc #AAPL""",0.5
2019-05-17 19:32:17,b'Some 2018 Lexus Vehicles Eligible for $199 Software Update to Add CarPlay Support https://t.co/lQ5xg8htwD #AAPL',0.0
2019-05-17 18:38:52,b'@GerberKawasaki ross I think if we find out in the weekend that @elonmusk is working with $googl or #aapl for makin\xe2\x80\xa6 https://t.co/YPI7UHIEFx',0.0
2019-05-17 18:32:07,b'Apple Park Decorated With Rainbow Colors in Celebration of Steve Jobs and Formal Opening of Campus https://t.co/gjbNO17vbq #AAPL',0.0
2019-05-17 18:29:41,b'1  hour charts for all 78 instruments are available for members viewing https://t.co/x2kmaKA6Ui #ElliottWave #Forex\xe2\x80\xa6 https://t.co/LMud2savBd',0.4
2019-05-17 18:12:09,b'MacRumors Giveaway: Win a Luna Display Adapter That Turns Your iPad Into a Second Screen for Your Mac https://t.co/N5UGxRO402 #AAPL',0.4
2019-05-17 16:13:06,b'Anatomy of a trade - Capturing 20 pts of #Futures (Approx $1000 profit) in few hours on a dull day.\n \n#trading\xe2\x80\xa6 https://t.co/1dMpDz0d5p',-0.24583333333333335
2019-05-17 14:49:29,b'$AAPL short term. Unclear. May have one more small wave down to 184ish. RSI and MACD mixed signals. EMA downtrend s\xe2\x80\xa6 https://t.co/eJ3eOHO4XF',0.018888888888888882
2019-05-17 14:11:51,b'BLOCK TRADE detected in #AAPL',0.0
2019-05-17 14:07:07,b'Google Pixel 4 Leaks Suggest Punch-Hole Selfie Camera and Total Lack of Physical Buttons https://t.co/riPV7Ngnlz #AAPL',0.0
2019-05-17 13:57:25,"b""Microsoft Reveals New Augmented Reality Mobile Game 'Minecraft Earth' https://t.co/VZzk0ed9vr #AAPL""",-0.13181818181818183
2019-05-17 13:56:25,b'$IVST Major Developments Audited Financials Coming Any Day Now....\n#apple #aapl #stockstowatch #stockalert\xe2\x80\xa6 https://t.co/m8GMXPsWCE',0.0625
